epoch,loss_sup,loss_cons,loss_total,val_loss,val_iou,val_precision,val_recall,val_f1
0,"tf.Tensor(0.6273426, shape=(), dtype=float32)","tf.Tensor(0.012134058, shape=(), dtype=float32)","tf.Tensor(0.62742436, shape=(), dtype=float32)",0.4178445041179657,0.4460611045360565,0.516471266746521,0.877621054649353,0.5983012914657593
1,"tf.Tensor(0.6086916, shape=(), dtype=float32)","tf.Tensor(0.0065689255, shape=(), dtype=float32)","tf.Tensor(0.608753, shape=(), dtype=float32)",0.36354896426200867,0.4984514117240906,0.5943693518638611,0.8636097311973572,0.6492461562156677
2,"tf.Tensor(0.59656, shape=(), dtype=float32)","tf.Tensor(0.011497943, shape=(), dtype=float32)","tf.Tensor(0.5967076, shape=(), dtype=float32)",0.3326777517795563,0.5287748575210571,0.6296582818031311,0.8780977129936218,0.6770585179328918
3,"tf.Tensor(0.6306963, shape=(), dtype=float32)","tf.Tensor(0.018788852, shape=(), dtype=float32)","tf.Tensor(0.63102365, shape=(), dtype=float32)",0.30870911478996277,0.5558179020881653,0.6817559599876404,0.8412859439849854,0.7004197239875793
4,"tf.Tensor(0.6443947, shape=(), dtype=float32)","tf.Tensor(0.010023319, shape=(), dtype=float32)","tf.Tensor(0.6446291, shape=(), dtype=float32)",0.31615036725997925,0.5450526475906372,0.6458072662353516,0.880447268486023,0.6912544965744019
5,"tf.Tensor(0.5992192, shape=(), dtype=float32)","tf.Tensor(0.009793043, shape=(), dtype=float32)","tf.Tensor(0.59952325, shape=(), dtype=float32)",0.31832483410835266,0.5409083366394043,0.6325922012329102,0.8931100368499756,0.6879065036773682
6,"tf.Tensor(0.64211905, shape=(), dtype=float32)","tf.Tensor(0.019318856, shape=(), dtype=float32)","tf.Tensor(0.64290655, shape=(), dtype=float32)",0.2943516671657562,0.5666705369949341,0.6799854636192322,0.8605132699012756,0.7106940746307373
7,"tf.Tensor(0.6111895, shape=(), dtype=float32)","tf.Tensor(0.018896136, shape=(), dtype=float32)","tf.Tensor(0.61218953, shape=(), dtype=float32)",0.307068794965744,0.5534443855285645,0.6498590707778931,0.9004202485084534,0.6974867582321167
8,"tf.Tensor(0.6103629, shape=(), dtype=float32)","tf.Tensor(0.01682008, shape=(), dtype=float32)","tf.Tensor(0.6115059, shape=(), dtype=float32)",0.2949506938457489,0.5665056705474854,0.6808738112449646,0.8598892688751221,0.7099933624267578
9,"tf.Tensor(0.62897825, shape=(), dtype=float32)","tf.Tensor(0.018101897, shape=(), dtype=float32)","tf.Tensor(0.6305403, shape=(), dtype=float32)",0.28333768248558044,0.5813616514205933,0.7001675963401794,0.8649454116821289,0.7213528752326965
10,"tf.Tensor(0.6106319, shape=(), dtype=float32)","tf.Tensor(0.018014025, shape=(), dtype=float32)","tf.Tensor(0.61258405, shape=(), dtype=float32)",0.2887148857116699,0.5764605402946472,0.6888405680656433,0.8707094788551331,0.7171651721000671
11,"tf.Tensor(0.6022076, shape=(), dtype=float32)","tf.Tensor(0.013436468, shape=(), dtype=float32)","tf.Tensor(0.60401595, shape=(), dtype=float32)",0.28582069277763367,0.57793128490448,0.6930569410324097,0.8598776459693909,0.7198590040206909
12,"tf.Tensor(0.5763091, shape=(), dtype=float32)","tf.Tensor(0.017911255, shape=(), dtype=float32)","tf.Tensor(0.57926977, shape=(), dtype=float32)",0.2771158516407013,0.5877619385719299,0.717400312423706,0.8302112817764282,0.729023277759552
13,"tf.Tensor(0.6067169, shape=(), dtype=float32)","tf.Tensor(0.018696317, shape=(), dtype=float32)","tf.Tensor(0.61047065, shape=(), dtype=float32)",0.2679475247859955,0.5976375937461853,0.7279679775238037,0.8366312980651855,0.7363148331642151
14,"tf.Tensor(0.622334, shape=(), dtype=float32)","tf.Tensor(0.012608459, shape=(), dtype=float32)","tf.Tensor(0.62537485, shape=(), dtype=float32)",0.28968819975852966,0.5734884738922119,0.6808938980102539,0.8853128552436829,0.7149627208709717
15,"tf.Tensor(0.6044887, shape=(), dtype=float32)","tf.Tensor(0.020278176, shape=(), dtype=float32)","tf.Tensor(0.61029845, shape=(), dtype=float32)",0.2675822377204895,0.6020631194114685,0.7401642799377441,0.8366026282310486,0.7383322715759277
16,"tf.Tensor(0.599265, shape=(), dtype=float32)","tf.Tensor(0.015598847, shape=(), dtype=float32)","tf.Tensor(0.6045154, shape=(), dtype=float32)",0.28170785307884216,0.583964467048645,0.6904881596565247,0.8833194971084595,0.7235801219940186
17,"tf.Tensor(0.6023462, shape=(), dtype=float32)","tf.Tensor(0.016247401, shape=(), dtype=float32)","tf.Tensor(0.6086999, shape=(), dtype=float32)",0.277704119682312,0.5864354968070984,0.7392334938049316,0.7925280332565308,0.7260231375694275
